problem,size,method,instance_seed,hv_ratio,num_nondominated,wallclock_sec,num_evals
Bi-KP,100,NSGA-II,120008,0.68615510354054,3,0.5538497579982504,2400
Bi-KP,100,BO,120008,0.22453823651335003,2,3.527113528980408,396
Bi-KP,100,D&L,120009,0.22323678956803317,3,27.556513063027523,1680
Bi-KP,100,D&L-TS,120009,0.1940407635866492,2,24.777882157010026,1680
Bi-KP,100,WS-heuristic,120009,0.9074639934341133,9,0.06942957203136757,3112
Bi-KP,100,NSGA-II,120009,0.7072889852323533,6,0.5751125740353018,2400
Bi-KP,100,BO,120009,0.1965119286620438,3,3.5735492350067943,396
Bi-KP,100,D&L,120010,0.40408163433219885,3,23.72594690095866,1680
Bi-KP,100,D&L-TS,120010,0.19027509975148008,4,27.65375987702282,1680
Bi-KP,100,WS-heuristic,120010,0.915504459248039,8,0.06392871699063107,2712
Bi-KP,100,NSGA-II,120010,0.7515882690037934,4,0.5194027749821544,2400
Bi-KP,100,BO,120010,0.19412199567959565,1,3.122743025945965,396
