variant,oracle,n,k,eps,seed,adversarial,min_ratio,mean_ratio,n_checkpoints,total_queries,wall_s
A1,covcost,15,5,0.1,10,0,0.5952170393307679,0.7389744776475551,48,1642,0.4448578357696533
A1,covcost,15,5,0.1,10,1,0.6196516528918232,0.7442849411829316,48,6082,0.4580097198486328
A1,covcost,15,5,0.1,11,0,0.43076587405777694,0.6457981538827475,48,1426,0.4489140510559082
A1,covcost,15,5,0.1,11,1,0.41182570707128435,0.5864890353090678,48,2592,0.4554738998413086
A1,covcost,15,5,0.1,12,0,0.6290197973076166,0.7765279791664301,47,1625,0.4477989673614502
A1,covcost,15,5,0.1,12,1,0.6780854170314349,0.8197448309385076,47,8285,0.5973930358886719
A1,covcost,15,5,0.1,13,0,0.8221166958236836,0.8975755976347989,48,246,0.49698925018310547
A1,covcost,15,5,0.1,13,1,0.5567240500429809,0.8193656092586479,48,1091,0.6026723384857178
A1,covcost,15,5,0.1,14,0,0.5640524321116456,0.7172195132027493,48,517,0.5776116847991943
A1,covcost,15,5,0.1,14,1,0.5243824768186341,0.6850731721292366,48,1433,0.4805734157562256
A1,covcost,15,5,0.1,15,0,0.484630463240448,0.5730264722617453,48,1580,0.4547395706176758
A1,covcost,15,5,0.1,15,1,0.484630463240448,0.615733591105534,48,9371,0.4613513946533203
A1,covcost,15,5,0.1,16,0,0.6757651480384403,0.8711534616081096,48,1450,0.462766170501709
A1,covcost,15,5,0.1,16,1,0.6757651480384403,0.8117137165678848,48,7020,0.4617171287536621
A1,covcost,15,5,0.1,17,0,0.3346116393503605,0.40195559526930597,48,432,0.3977491855621338
A1,covcost,15,5,0.1,17,1,0.3346116393503605,0.39051487816087826,48,1118,0.4087371826171875
A1,covcost,15,5,0.1,18,0,0.5761005364855157,0.8135834767942608,48,262,0.4631352424621582
A1,covcost,15,5,0.1,18,1,0.5438331530474478,0.7072589729141446,48,1303,0.4712550640106201
A1,covcost,15,5,0.1,19,0,0.5238728305816788,0.6402003669603659,48,384,0.48485493659973145
A1,covcost,15,5,0.1,19,1,0.43968113048469615,0.6184718796626537,48,1298,0.49195265769958496
A1,covcost,15,5,0.1,20,0,0.4897031302296695,0.7195755262961612,48,552,0.4651360511779785
A1,covcost,15,5,0.1,20,1,0.4897031302296695,0.7139866184208211,48,1552,0.46707582473754883
A1,covcost,15,5,0.1,21,0,0.5135107410724638,0.6842948939719499,48,1358,0.45741987228393555
A1,covcost,15,5,0.1,21,1,0.4893797300441249,0.68141510381419,48,2305,0.46329355239868164
A1,covcost,15,5,0.1,22,0,0.5120375183379708,0.7108799661436388,48,1253,0.44228076934814453
A1,covcost,15,5,0.1,22,1,0.5120375183379708,0.6334887244270563,48,6286,0.45548510551452637
A1,covcost,15,5,0.1,23,0,0.692603487231647,0.94260823800624,48,240,0.5201480388641357
A1,covcost,15,5,0.1,23,1,0.6005064613118033,0.862296139980072,48,1667,0.5499160289764404
A1,covcost,15,5,0.1,24,0,0.4492181533806508,0.6443927661989041,48,321,0.4864482879638672
A1,covcost,15,5,0.1,24,1,0.4730391276240491,0.5740650726296287,48,1191,0.4631483554840088
